1\,RU\,Town_name1\,Аз\,1800000
2\,RU\,Town_name2\,Аз\,1800000
3\,RU\,Town_name3\,Аз\,1800000
4\,RU\,Town_name4\,Аз\,1800000
5\,RU\,Town_name5\,Аз\,1800000
6\,RU\,Town_name6\,Аз\,1800000
7\,RU\,Town_name7\,Аз\,1800000
8\,RU\,Town_name8\,Аз\,1800000
9\,RU\,Town_name9\,Аз\,1800000
10\,RU\,Town_name10\,Аз\,1800000
11\,RU\,Town_name11\,Аз\,1800000
12\,RU\,Town_name12\,Аз\,1800000
13\,RU\,Town_name13\,Аз\,1800000
14\,RU\,Town_name14\,Аз\,1800000
15\,RU\,Town_name15\,Аз\,1800000
16\,RU\,Town_name16\,Аз\,1800000
17\,RU\,Town_name17\,Аз\,1800000
18\,RU\,Town_name18\,Аз\,1800000
19\,RU\,Town_name19\,Аз\,1800000
20\,RU\,Town_name20\,Аз\,1800000
21\,RU\,Town_name21\,Аз\,1800000
22\,RU\,Town_name22\,Аз\,1800000
23\,RU\,Town_name23\,Аз\,1800000
24\,RU\,Town_name24\,Аз\,1800000
25\,RU\,Town_name25\,Аз\,1800000
26\,RU\,Town_name26\,Аз\,1800000
27\,RU\,Town_name27\,Аз\,1800000
28\,RU\,Town_name28\,Аз\,1800000
29\,RU\,Town_name29\,Аз\,1800000
30\,RU\,Town_name30\,Аз\,1800000
31\,RU\,Town_name31\,Аз\,1800000
32\,RU\,Town_name32\,Аз\,1800000
33\,RU\,Town_name33\,Аз\,1800000
34\,RU\,Town_name34\,Аз\,1800000
35\,RU\,Town_name35\,Аз\,1800000
36\,RU\,Town_name36\,Аз\,1800000
37\,RU\,Town_name37\,Аз\,1800000
38\,RU\,Town_name38\,Аз\,1800000
39\,RU\,Town_name39\,Аз\,1800000
40\,RU\,Town_name40\,Аз\,1800000
41\,RU\,Town_name41\,Аз\,1800000
42\,RU\,Town_name42\,Аз\,1800000
43\,RU\,Town_name43\,Аз\,1800000
44\,RU\,Town_name44\,Аз\,1800000
45\,RU\,Town_name45\,Аз\,1800000
46\,RU\,Town_name46\,Аз\,1800000
47\,RU\,Town_name47\,Аз\,1800000
48\,RU\,Town_name48\,Аз\,1800000
49\,RU\,Town_name49\,Аз\,1800000
50\,RU\,Town_name50\,Аз\,1800000
51\,RU\,Town_name51\,Аз\,1800000
52\,RU\,Town_name52\,Аз\,1800000
53\,RU\,Town_name53\,Аз\,1800000
54\,RU\,Town_name54\,Аз\,1800000
55\,RU\,Town_name55\,Аз\,1800000
56\,RU\,Town_name56\,Аз\,1800000
57\,RU\,Town_name57\,Аз\,1800000
58\,RU\,Town_name58\,Аз\,1800000
59\,RU\,Town_name59\,Аз\,1800000
60\,RU\,Town_name60\,Аз\,1800000
61\,RU\,Town_name61\,Аз\,1800000
62\,RU\,Town_name62\,Аз\,1800000
63\,RU\,Town_name63\,Аз\,1800000
64\,RU\,Town_name64\,Аз\,1800000
65\,RU\,Town_name65\,Аз\,1800000
66\,RU\,Town_name66\,Аз\,1800000
67\,RU\,Town_name67\,Аз\,1800000
68\,RU\,Town_name68\,Аз\,1800000
69\,RU\,Town_name69\,Аз\,1800000
70\,RU\,Town_name70\,Аз\,1800000
71\,RU\,Town_name71\,Аз\,1800000
72\,RU\,Town_name72\,Аз\,1800000
73\,RU\,Town_name73\,Аз\,1800000
74\,RU\,Town_name74\,Аз\,1800000
75\,RU\,Town_name75\,Аз\,1800000
76\,RU\,Town_name76\,Аз\,1800000
77\,RU\,Town_name77\,Аз\,1800000
78\,RU\,Town_name78\,Аз\,1800000
79\,RU\,Town_name79\,Аз\,1800000
80\,RU\,Town_name80\,Аз\,1800000
81\,RU\,Town_name81\,Аз\,1800000
82\,RU\,Town_name82\,Аз\,1800000
83\,RU\,Town_name83\,Аз\,1800000
84\,RU\,Town_name84\,Аз\,1800000
85\,RU\,Town_name85\,Аз\,1800000
86\,RU\,Town_name86\,Аз\,1800000
87\,RU\,Town_name87\,Аз\,1800000
88\,RU\,Town_name88\,Аз\,1800000
89\,RU\,Town_name89\,Аз\,1800000
90\,RU\,Town_name90\,Аз\,1800000
91\,RU\,Town_name91\,Аз\,1800000
92\,RU\,Town_name92\,Аз\,1800000
93\,RU\,Town_name93\,Аз\,1800000
94\,RU\,Town_name94\,Аз\,1800000
95\,RU\,Town_name95\,Аз\,1800000
96\,RU\,Town_name96\,Аз\,1800000
97\,RU\,Town_name97\,Аз\,1800000
98\,RU\,Town_name98\,Аз\,1800000
99\,RU\,Town_name99\,Аз\,1800000
100\,RU\,Town_name100\,Аз\,1800000
